# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	27036	27461	-	AFZ78916.1			thioredoxin, putative			BEWA_017570	390	129	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	27545	28762	-							BEWA_017580	1218		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	27545	28762	-			AFZ78917.1	vacuolar ATP synthase subunit C, putative			BEWA_017580	1218		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	27545	28762	-	AFZ78917.1			vacuolar ATP synthase subunit C, putative			BEWA_017580	1218	405	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	29125	31601	+							BEWA_017590	2477		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	29125	31601	+			AFZ78918.1	hypothetical protein			BEWA_017590	2385		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	29125	31601	+	AFZ78918.1			hypothetical protein			BEWA_017590	2385	794	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	31722	36149	-							BEWA_017600	4428		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	31722	36149	-			AFZ78919.1	hypothetical protein			BEWA_017600	4275		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	31722	36149	-	AFZ78919.1			hypothetical protein			BEWA_017600	4275	1424	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	36277	37451	-							BEWA_017610	1175		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	36277	37451	-			AFZ78920.1	hypothetical protein			BEWA_017610	885		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	36277	37451	-	AFZ78920.1			hypothetical protein			BEWA_017610	885	294	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	37848	39144	+							BEWA_017620	1297		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	37848	39144	+			AFZ78921.1	hypothetical protein			BEWA_017620	1260		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	37848	39144	+	AFZ78921.1			hypothetical protein			BEWA_017620	1260	419	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	39170	42481	-							BEWA_017630	3312		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	39170	42481	-			AFZ78922.1	HECT-domain ubiquitin-transferase domain containing protein			BEWA_017630	3312		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	39170	42481	-	AFZ78922.1			HECT-domain ubiquitin-transferase domain containing protein			BEWA_017630	3312	1103	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	42616	46645	-							BEWA_017640	4030		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	42616	46645	-			AFZ78923.1	hypothetical protein			BEWA_017640	3888		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	42616	46645	-	AFZ78923.1			hypothetical protein			BEWA_017640	3888	1295	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	47080	48279	-							BEWA_017650	1200		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	47080	48279	-			AFZ78924.1	hypothetical protein			BEWA_017650	1010		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	47080	48151	-	AFZ78924.1			hypothetical protein			BEWA_017650	882	293	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	48414	52238	+							BEWA_017660	3825		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	48414	52238	+			AFZ78925.1	hypothetical protein			BEWA_017660	3375		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	48414	52238	+	AFZ78925.1			hypothetical protein			BEWA_017660	3375	1124	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	52482	53812	+							BEWA_017670	1331		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	52482	53812	+			AFZ78926.1	choline/ethanolamine kinase, putative			BEWA_017670	1298		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	52568	53812	+	AFZ78926.1			choline/ethanolamine kinase, putative			BEWA_017670	1212	403	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	54036	55145	+							BEWA_017680	1110		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	54036	55145	+			AFZ78927.1	choline/ethanolamine kinase, putative			BEWA_017680	1110		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	54036	55145	+	AFZ78927.1			choline/ethanolamine kinase, putative			BEWA_017680	1110	369	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	55395	56483	-							BEWA_017690	1089		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	55395	56483	-			AFZ78928.1	signal peptide-containing protein			BEWA_017690	1062		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	55395	56483	-	AFZ78928.1			signal peptide-containing protein			BEWA_017690	1062	353	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	57498	58524	+							BEWA_017700	1027		
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	57498	58524	+			AFZ78929.1	haloacid dehalogenase-like hydrolase family member protein			BEWA_017700	1027		
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	57648	58496	+	AFZ78929.1			haloacid dehalogenase-like hydrolase family member protein			BEWA_017700	849	282	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	58892	60424	+							BEWA_017710	1533		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	58892	60424	+			AFZ78930.1	hypothetical protein			BEWA_017710	1533		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	58892	60424	+	AFZ78930.1			hypothetical protein			BEWA_017710	1533	510	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	61205	62254	+							BEWA_017720	1050		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	61205	62254	+			AFZ78931.1	kinase, pfkB family member protein			BEWA_017720	1050		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	61205	62221	+	AFZ78931.1			kinase, pfkB family member protein			BEWA_017720	1017	338	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	62935	63670	-							BEWA_017730	736		
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	62935	63670	-			AFZ78932.1	Phosphoribosyl transferase domain containing protein			BEWA_017730	736		
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	63009	63578	-	AFZ78932.1			Phosphoribosyl transferase domain containing protein			BEWA_017730	570	189	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	64469	65470	-							BEWA_017740	1002		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	64469	65470	-			AFZ78933.1	histone H3, putative			BEWA_017740	782		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	64469	65444	-	AFZ78933.1			histone H3, putative			BEWA_017740	756	251	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	65509	66752	+							BEWA_017750	1244		
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	65509	66752	+			AFZ78934.1	cytochrome C oxidase, putative			BEWA_017750	1174		
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	65708	66713	+	AFZ78934.1			cytochrome C oxidase, putative			BEWA_017750	936	311	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	66928	68318	+							BEWA_017760	1391		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	66928	68318	+			AFZ78935.1	aspartate aminotransferase, putative			BEWA_017760	1230		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	66928	68318	+	AFZ78935.1			aspartate aminotransferase, putative			BEWA_017760	1230	409	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	68351	69187	+							BEWA_017770	837		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	68351	69187	+			AFZ78936.1	hypothetical protein			BEWA_017770	801		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	68351	69187	+	AFZ78936.1			hypothetical protein			BEWA_017770	801	266	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	69203	70134	-							BEWA_017780	932		
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	69203	70134	-			AFZ78937.1	peptidyl-prolyl cis-trans isomerase protein, putative			BEWA_017780	932		
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	69512	70084	-	AFZ78937.1			peptidyl-prolyl cis-trans isomerase protein, putative			BEWA_017780	573	190	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	71008	71726	+							BEWA_017790	719		
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	71008	71726	+			AFZ78938.1	nuclear transport factor 2, putative			BEWA_017790	602		
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	71064	71555	+	AFZ78938.1			nuclear transport factor 2, putative			BEWA_017790	375	124	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	71875	75907	+							BEWA_017800	4033		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	71875	75907	+			AFZ78939.1	hypothetical protein			BEWA_017800	3951		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	71875	75907	+	AFZ78939.1			hypothetical protein			BEWA_017800	3951	1316	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	75931	80610	-							BEWA_017810	4680		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	75931	80610	-			AFZ78940.1	hypothetical protein			BEWA_017810	4680		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	75931	80610	-	AFZ78940.1			hypothetical protein			BEWA_017810	4680	1559	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	80922	82298	+							BEWA_017820	1377		
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	80922	82298	+			AFZ78941.1	actin, putative			BEWA_017820	1192		
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	80962	82295	+	AFZ78941.1			actin, putative			BEWA_017820	1149	382	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	82348	83513	-							BEWA_017830	1166		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	82348	83513	-			AFZ78942.1	deoxyhypusine synthase, putative			BEWA_017830	1166		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	82348	83451	-	AFZ78942.1			deoxyhypusine synthase, putative			BEWA_017830	1104	367	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	83778	86210	+							BEWA_017840	2433		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	83778	86210	+			AFZ78943.1	ATPase, AAA family domain containing protein			BEWA_017840	2433		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	83778	86210	+	AFZ78943.1			ATPase, AAA family domain containing protein			BEWA_017840	2433	810	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	86325	87952	-							BEWA_017850	1628		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	86325	87952	-			AFZ78944.1	N-myristoyl transferase, putative			BEWA_017850	1320		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	86325	87952	-	AFZ78944.1			N-myristoyl transferase, putative			BEWA_017850	1320	439	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	88297	90169	+							BEWA_017860	1873		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	88297	90169	+			AFZ78945.1	hypothetical protein			BEWA_017860	1677		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	88297	90169	+	AFZ78945.1			hypothetical protein			BEWA_017860	1677	558	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	90018	91377	-							BEWA_017870	1360		
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	90018	91377	-			AFZ78946.1	inorganic pyrophosphatase, putative			BEWA_017870	1243		
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	90252	91352	-	AFZ78946.1			inorganic pyrophosphatase, putative			BEWA_017870	984	327	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	91931	94294	+							BEWA_017880	2364		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	91931	94294	+			AFZ78947.1	hypothetical protein			BEWA_017880	2364		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	91931	94294	+	AFZ78947.1			hypothetical protein			BEWA_017880	2364	787	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	94332	95820	+							BEWA_017890	1489		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	94332	95820	+			AFZ78948.1	hypothetical protein			BEWA_017890	1377		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	94332	95820	+	AFZ78948.1			hypothetical protein			BEWA_017890	1377	458	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	95847	96445	-							BEWA_017900	599		
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	95847	96445	-			AFZ78949.1	40S ribosomal protein S8, putative			BEWA_017900	521		
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	95860	96252	-	AFZ78949.1			40S ribosomal protein S8, putative			BEWA_017900	393	130	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	97551	98434	+							BEWA_017910	884		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	97551	98434	+			AFZ78950.1	hypothetical protein			BEWA_017910	840		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	97689	98434	+	AFZ78950.1			hypothetical protein			BEWA_017910	702	233	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	98480	99123	-							BEWA_017920	644		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	98480	99123	-			AFZ78951.1	hypothetical protein			BEWA_017920	531		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	98480	99123	-	AFZ78951.1			hypothetical protein			BEWA_017920	531	176	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	99291	100297	+							BEWA_017930	1007		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	99291	100297	+			AFZ78952.1	hypothetical protein			BEWA_017930	1007		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	99428	100297	+	AFZ78952.1			hypothetical protein			BEWA_017930	870	289	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	100876	102831	+							BEWA_017940	1956		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	100876	102831	+			AFZ78953.1	hypothetical protein			BEWA_017940	1764		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	100876	102831	+	AFZ78953.1			hypothetical protein			BEWA_017940	1764	587	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	103157	106174	-							BEWA_017950	3018		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	103157	106174	-			AFZ78954.1	hypothetical protein			BEWA_017950	3018		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	103157	106174	-	AFZ78954.1			hypothetical protein			BEWA_017950	3018	1005	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	107104	108598	+							BEWA_017960	1495		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	107104	108598	+			AFZ78955.1	hypothetical protein			BEWA_017960	1260		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	107104	108598	+	AFZ78955.1			hypothetical protein			BEWA_017960	1260	419	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	108784	110581	+							BEWA_017970	1798		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	108784	110581	+			AFZ78956.1	hypothetical protein			BEWA_017970	1764		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	108784	110581	+	AFZ78956.1			hypothetical protein			BEWA_017970	1764	587	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	110601	111950	+							BEWA_017980	1350		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	110601	111950	+			AFZ78957.1	1-deoxy-D-xylulose 5-phosphate reductoisomerase, putative			BEWA_017980	1350		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	110601	111950	+	AFZ78957.1			1-deoxy-D-xylulose 5-phosphate reductoisomerase, putative			BEWA_017980	1350	449	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	111967	113313	-							BEWA_017990	1347		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	111967	113313	-			AFZ78958.1	hypothetical protein			BEWA_017990	1347		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	111967	113313	-	AFZ78958.1			hypothetical protein			BEWA_017990	1347	448	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	113551	116489	+							BEWA_018000	2939		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	113551	116489	+			AFZ78959.1	vacuolar membrane sorting protein pep18, putative			BEWA_018000	2871		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	113551	116489	+	AFZ78959.1			vacuolar membrane sorting protein pep18, putative			BEWA_018000	2871	956	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	116511	117663	-							BEWA_018010	1153		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	116511	117663	-			AFZ78960.1	hypothetical protein			BEWA_018010	922		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	116511	117650	-	AFZ78960.1			hypothetical protein			BEWA_018010	909	302	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	117848	119305	+							BEWA_018020	1458		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	117848	119305	+			AFZ78961.1	hypothetical protein			BEWA_018020	1425		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	117848	119305	+	AFZ78961.1			hypothetical protein			BEWA_018020	1425	474	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	119494	120237	+							BEWA_018030	744		
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	119494	120237	+			AFZ78962.1	60S ribosomal protein L27e, putative			BEWA_018030	599		
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	119690	120208	+	AFZ78962.1			60S ribosomal protein L27e, putative			BEWA_018030	447	148	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	120240	121811	-							BEWA_018040	1572		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	120240	121811	-			AFZ78963.1	hypothetical protein			BEWA_018040	1536		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	120240	121811	-	AFZ78963.1			hypothetical protein			BEWA_018040	1536	511	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	122035	122895	-							BEWA_018050	861		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	122035	122895	-			AFZ78964.1	hypothetical protein			BEWA_018050	723		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	122035	122895	-	AFZ78964.1			hypothetical protein			BEWA_018050	723	240	
gene	tRNA	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	123012	123083	+							BEWA_018060	72		
tRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	123012	123083	+				tRNA-Ala			BEWA_018060	72		
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	123362	123839	+							BEWA_018070	478		
