# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	19682	20645	-							TA09745	964		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	19682	20645	-	CAI72880.1			hypothetical protein, conserved			TA09745	903	300	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	20925	24083	-							TA09740	2889		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	20925	24083	-	CAI72881.1			hypothetical protein, conserved			TA09740	2259	752	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	24180	25901	+							TA09735	1722		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	24180	25901	+	CAI72882.1			methionyl-tRNA synthetase, putative			TA09735	1722	573	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	26499	27412	-							TA09730	914		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	26499	27412	-	CAI72883.1			hypothetical protein, conserved			TA09730	678	225	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	27626	29456	-							TA09725	978		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	27626	29456	-	CAI72884.1			hypothetical protein, conserved			TA09725	948	315	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	29587	31299	+							TA09720	1150		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	29587	31299	+	CAI72885.1			hypothetical protein			TA09720	768	255	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	31429	32064	+							TA09715	636		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	31429	32064	+	CAI72886.1			hypothetical protein			TA09715	561	186	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	32569	34767	+							TA09710	2199		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	32569	34767	+	CAI72887.1			hypothetical protein, conserved			TA09710	2199	732	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	35529	37628	-							TA09705	2100		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	35529	37628	-	CAI72888.1			hypothetical protein, conserved			TA09705	1098	365	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	38037	38660	-							TA09700	624		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	38037	38660	-	CAI72889.1			small GTPase (Rab11 homologue), putative			TA09700	624	207	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	39215	39634	+							TA09695	420		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	39215	39634	+	CAI72890.1			30S ribosomal protein S8, putative			TA09695	390	129	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	39696	41536	+							TA09690	1841		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	39696	41536	+	CAI72891.1			cell-cycle-control protein (translation regulation), putative			TA09690	1785	594	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	42287	43567	-							TA09685	1281		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	42287	43567	-	CAI72892.1			hypothetical protein, conserved			TA09685	888	295	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	44253	46847	-							TA09680	2595		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	44253	46847	-	CAI72893.1			sphingomyelinase, putative			TA09680	1725	574	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	48407	49027	+							TA09675	621		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	48407	49027	+	CAI72894.1			hypothetical protein			TA09675	621	206	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	49214	50032	-							TA09670	819		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	49214	50032	-	CAI72895.1			hypothetical protein			TA09670	819	272	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	50223	52519	+							TA09665	1238		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	50223	52519	+	CAI72896.1			ribonucleoside reductase, putative			TA09665	999	332	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	52787	54043	-							TA09660	627		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	52787	54043	-	CAI72897.1			vesicle transport protein, putative			TA09660	627	208	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	54191	54915	+							TA09655	725		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	54191	54915	+	CAI72898.1			hypothetical protein			TA09655	573	190	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	56303	57709	+							TA09650	1407		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	56303	57709	+	CAI72899.1			hypothetical protein, conserved			TA09650	879	292	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	58326	60463	-							TA09645	2138		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	58326	60463	-	CAI72900.1			lipoate-protein ligase, putative			TA09645	1083	360	
tRNA		GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	60637	60709	-								73		
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	60829	64173	-							TA09640	3345		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	60829	64173	-	CAI72901.1			hypothetical protein, conserved			TA09640	1341	446	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	64296	65903	+							TA09635	1608		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	64296	65903	+	CAI72902.1			hypothetical protein, conserved			TA09635	1281	426	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	65960	66121	-							TA09630	162		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	65960	66121	-	CAI72903.1			cyclin-dependent kinase regulatory subunit, putative			TA09630	162	53	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	66971	70502	-							TA09625	3532		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	66971	70502	-	CAI72904.1			hypothetical protein, conserved			TA09625	2484	827	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	70615	74154	-							TA09620	3540		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	70615	74154	-	CAI72905.1			hypothetical protein, conserved			TA09620	3540	1179	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	75362	79330	-							TA09615	3969		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	75362	79330	-	CAI72906.1			hypothetical protein			TA09615	3969	1322	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	80506	85340	-							TA09610	4835		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	80506	85340	-	CAI72907.1			hypothetical protein, conserved			TA09610	4611	1536	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	85606	87352	-							TA09605	1747		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	85606	87352	-	CAI72908.1			pre-mRNA splicing protein (Prp18 homologue), putative			TA09605	1233	410	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	87783	91313	+							TA09600	2940		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	87783	91313	+	CAI72909.1			Tpr-related protein family member, putative			TA09600	2940	979	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	91424	93040	-							TA09590	1617		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	91424	93040	-	CAI72910.1			L-lactate dehydrogenase, putative			TA09590	1104	367	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	93453	94201	-							TA09585	749		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	93453	94201	-	CAI72911.1			hypothetical protein, conserved			TA09585	642	213	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	94549	96701	+							TA09580	2153		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	94549	96701	+	CAI72912.1			hypothetical protein, conserved			TA09580	861	286	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	97516	99618	-							TA09575	2103		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	97516	99618	-	CAI72913.1			hypothetical protein			TA09575	2103	700	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	99620	100824	-							TA09570	1172		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	99620	100824	-	CAI72914.1			hypothetical protein, conserved			TA09570	672	223	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	100997	101944	+							TA09565	948		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	100997	101944	+	CAI72915.1			hypothetical protein, conserved			TA09565	948	315	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	102295	112476	+							TA09560	10182		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	102295	112476	+	CAI72916.1			hypothetical protein, conserved			TA09560	10182	3393	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	112797	119969	+							TA09555	7173		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	112797	119969	+	CAI72917.1			hypothetical protein, conserved			TA09555	7113	2370	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	120108	120761	+							TA09550	654		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	120108	120761	+	CAI72918.1			SfiI-subtelomeric fragment related protein family member, putative			TA09550	654	217	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	121010	121844	-							TA09545	835		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	121010	121844	-	CAI72919.1			ribonuclease P subunit, putative			TA09545	762	253	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	122118	122858	-							TA09540	741		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	122118	122858	-	CAI72920.1			hypothetical protein, conserved			TA09540	741	246	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	122936	124182	-							TA09535	1247		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	122936	124182	-	CAI72921.1			hypothetical protein, conserved			TA09535	1074	357	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	124667	126492	+							TA09530	1215		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	124667	126492	+	CAI72922.1			ethanolamine phosphotransferase, putative			TA09530	1215	404	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	126549	127562	-							TA09525	1014		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	126549	127562	-	CAI72923.1			hypothetical protein			TA09525	1014	337	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	128076	128330	-							TA09520	255		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	128076	128330	-	CAI72924.1			hypothetical protein, conserved			TA09520	255	84	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	128647	129230	+							TA09515	584		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	128647	129230	+	CAI72925.1			RNA-binding protein (U1 snRNP-like), putative			TA09515	456	151	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	129465	131036	+							TA09510	1572		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	129465	131036	+	CAI72926.1			SfiI-subtelomeric fragment related protein family member, putative			TA09510	1572	523	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	131537	133108	+							TA09505	1572		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	131537	133108	+	CAI72927.1			SfiI-subtelomeric fragment related protein family member, putative			TA09505	1572	523	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	133664	134866	+							TA16700	1203		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	133664	134866	+	CAI72928.1			SfiI-subtelomeric fragment related protein family member, putative			TA16700	1203	400	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	135117	139601	-							TA16695	4392		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	135117	139601	-	CAI72929.1			serine/threonine protein kinase, putative			TA16695	4242	1413	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	140584	141667	+							TA16690	1084		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	140584	141667	+	CAI72930.2			hypothetical protein, conserved			TA16690	984	327	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	141874	144961	-							TA16680	3030		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	141874	144961	-	CAI72931.1			ATP-dependent RNA helicase, putative			TA16680	2472	823	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	145373	146374	+							TA16675	1002		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	145373	146374	+	CAI72932.1			hypothetical protein			TA16675	1002	333	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	147293	149315	+							TA16670	1455		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	147293	149315	+	CAI72933.1			hypothetical protein, conserved			TA16670	1455	484	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	149660	151048	+							TA16665	1389		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	149660	151048	+	CAI72934.1			hypothetical protein			TA16665	945	314	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	151238	156544	-							TA16660	5145		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	151238	156544	-	CAI72935.1			hypothetical protein, conserved			TA16660	5145	1714	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	157317	159016	+							TA16655	1700		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	157317	159016	+	CAI72936.1			hypothetical protein			TA16655	1629	542	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	159178	160965	+							TA16650	1788		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	159178	160965	+	CAI72937.1			hypothetical protein, conserved			TA16650	1614	537	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	161087	163948	-							TA16645	2862		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	161087	163948	-	CAI72938.1			ATPase, putative			TA16645	2160	719	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	164735	166835	-							TA16640	2101		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	164735	166835	-	CAI72939.1			hypothetical protein, conserved			TA16640	1476	491	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	167270	168176	+							TA16635	907		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	167270	168176	+	CAI72940.1			Fe/Mn superoxide dismutase (SOD), putative			TA16635	630	209	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	168413	170623	+							TA16625	2211		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	168413	170623	+	CAI72941.1			hypothetical protein, conserved			TA16625	1704	567	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	171591	173067	-							TA16620	1137		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	171591	173067	-	CAI72942.1			DnaJ-like molecular chaperone, putative			TA16620	1137	378	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	173442	176419	-							TA16615	2241		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	173442	176419	-	CAI72943.1			hypothetical protein, conserved			TA16615	2241	746	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	176554	178503	+							TA16610	1950		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	176554	178503	+	CAI72944.1			aspartyl aminopeptidase, putative			TA16610	1437	478	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	178672	179787	-							TA16605	1116		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	178672	179787	-	CAI72945.1			Tpr-related protein family member, putative			TA16605	1116	371	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	180077	180982	+							TA16600	906		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	180077	180982	+	CAI72946.1			Tpr-related protein family member, putative			TA16600	906	301	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	180933	185296	-							TA16595	4364		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	180933	185296	-	CAI72947.1			SfiI-subtelomeric fragment related protein family member, putative			TA16595	4254	1417	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	185409	190809	-							TA16590	5401		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	185409	190809	-	CAI72948.1			inositol phosphatase, putative			TA16590	4575	1524	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	191515	193901	+							TA16585	2387		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	191515	193901	+	CAI72949.1			DEAD-box family helicase, putative			TA16585	1854	617	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	196343	197059	-							TA16580	717		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	196343	197059	-	CAI72950.1			hypothetical protein			TA16580	717	238	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	197514	198215	-							TA16565	702		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	197514	198215	-	CAI72951.1			hypothetical protein			TA16565	702	233	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	198592	199882	-							TA16560	1291		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	198592	199882	-	CAI72952.1			inositol phosphatase, putative			TA16560	1176	391	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	200602	202172	+							TA16555	1434		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	200602	202172	+	CAI72953.1			hypothetical protein			TA16555	1320	439	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	202420	203847	+							TA16550	1428		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	202420	203847	+	CAI72954.1			Tpr-related protein family member, putative			TA16550	1428	475	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	203864	204154	-							TA16545	291		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	203864	204154	-	CAI72955.1			acylphosphatase, putative			TA16545	291	96	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	205426	205932	+							TA16540	507		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	205426	205932	+	CAI72956.1			protein tyrosine phosphatase, putative			TA16540	507	168	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	207047	209146	+							TA16535	2100		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	207047	209146	+	CAI72957.1			hypothetical protein, conserved			TA16535	1773	590	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	210788	211981	+							TA16530	1194		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	210788	211981	+	CAI72958.1			ubiquitin-related chaperonin, putative			TA16530	960	319	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	212155	213273	-							TA16525	1119		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	212155	213273	-	CAI72959.1			membrane protein, putative			TA16525	1119	372	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	213623	214768	+							TA16520	1051		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	213623	214768	+	CAI72960.1			ubiquitin-fusion degradation pathway component, UFD1 homologue, putative			TA16520	966	321	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	215248	217821	+							TA16515	2574		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	215248	217821	+	CAI72961.1			hypothetical protein			TA16515	2574	857	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	217858	219021	+							TA16510	1164		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	217858	219021	+	CAI72962.1			orotidine 5'-phosphate decarboxylase, putative			TA16510	918	305	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	219025	224413	-							TA16505	5389		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	219025	224413	-	CAI72963.1			DEAD-box family helicase, putative			TA16505	5175	1724	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	224457	227303	-							TA16500	2847		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	224457	227303	-	CAI72964.1			phosphatidylglycerophosphate synthase, putative			TA16500	2601	866	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	228010	230013	+							TA16495	2004		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	228010	230013	+	CAI72965.1			hypothetical protein			TA16495	1707	568	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	230052	230902	+							TA16490	851		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	230052	230902	+	CAI72966.1			ribosomal protein L23 (or L25), putative			TA16490	759	252	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	231843	233504	+							TA16485	1662		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	231843	233504	+	CAI72967.1			hypothetical protein, conserved			TA16485	1662	553	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	233688	234065	-							TA16480	378		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	233688	234065	-	CAI72968.1			hypothetical protein			TA16480	294	97	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	234726	237872	+							TA16475	3147		
CDS	with_protein	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	234726	237872	+	CAI72969.1			DNA topoisomerase II, putative			TA16475	2769	922	
gene	protein_coding	GCA_000003225.1	Primary Assembly	chromosome	1	CR940347.1	237934	239253	-							TA16470	1320		
