# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	32141	34258	-	SIO73126.1			arginyl-tRNA synthetase			BMR1_01G00100	2037	678	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	34290	35663	+							BMR1_01G00105	1374		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	34290	35663	+			SIO73127.1				BMR1_01G00105	1374		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	34377	35663	+	SIO73127.1			pseudouridylate synthase			BMR1_01G00105	1287	428	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	35775	37665	+							BMR1_01G00115	1891		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	35775	37665	+			SIO73128.1				BMR1_01G00115	1746		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	35775	37665	+	SIO73128.1			Transcriptional repressor TCF25			BMR1_01G00115	1746	581	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	37767	39342	-							BMR1_01G00120	1576		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	37767	39342	-			CCF72497.1				BMR1_01G00120	1554		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	37977	39342	-	CCF72497.1			Actin			BMR1_01G00120	1344	447	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	39509	39982	+							BMR1_01G00125	474		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	39509	39982	+			CCF72498.1				BMR1_01G00125	393		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	39509	39982	+	CCF72498.1			putative transcription factor			BMR1_01G00125	393	130	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	39982	41263	-							BMR1_01G00130	1282		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	39982	41263	-			SIO73129.1				BMR1_01G00130	1112		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	39999	41215	-	SIO73129.1			farnesyl diphosphate synthase			BMR1_01G00130	1047	348	
gene	tRNA	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	41222	41295	-							BMR1_01G00131	74		
tRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	41222	41295	-				tRNA-Ile			BMR1_01G00131	74		
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	41771	42878	-							BMR1_01G00145	1108		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	41771	42878	-			SIO73130.1				BMR1_01G00145	960		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	41794	42700	-	SIO73130.1			conserved Plasmodium protein, unknown function			BMR1_01G00145	759	252	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	42940	43516	+							BMR1_01G00150	577		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	42940	43516	+			SIO73131.1				BMR1_01G00150	537		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	42940	43516	+	SIO73131.1			hypothetical protein			BMR1_01G00150	537	178	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	44155	45070	+							BMR1_01G00160	916		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	44155	45070	+			SIO73132.1				BMR1_01G00160	852		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	44155	45070	+	SIO73132.1			phd finger protein, putative			BMR1_01G00160	852	283	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	45169	45792	-							BMR1_01G00165	624		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	45169	45792	-			SIO73133.1				BMR1_01G00165	558		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	45169	45792	-	SIO73133.1			Ubiquitin thioesterase otu2			BMR1_01G00165	558	185	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	45853	46606	+							BMR1_01G00170	754		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	45853	46606	+			SIO73134.1				BMR1_01G00170	711		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	45853	46606	+	SIO73134.1			DPM1, dolichol-phosphate mannosyltransferase			BMR1_01G00170	711	236	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	46688	47288	-							BMR1_01G00171	601		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	46688	47288	-			SIO73135.1				BMR1_01G00171	515		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	46714	47288	-	SIO73135.1			phosphatidylinositol N-acetylglucosaminyltransferase subunit H, putative (PIGH)			BMR1_01G00171	489	162	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	47633	49473	+							BMR1_01G00173	1841		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	47633	49473	+			SIO73136.1				BMR1_01G00173	1614		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	47648	49473	+	SIO73136.1			hypothetical protein			BMR1_01G00173	1599	532	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	49470	50558	-							BMR1_01G00175	1089		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	49470	50558	-			CCF72506.1				BMR1_01G00175	1089		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	49470	50558	-	CCF72506.1			hypothetical protein			BMR1_01G00175	1089	362	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	50782	53535	+							BMR1_01G00180	2754		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	50782	53535	+			SIO73137.1				BMR1_01G00180	2694		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	50782	53535	+	SIO73137.1			WD domain G-beta repeat			BMR1_01G00180	2694	897	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	53633	55685	+							BMR1_01G00185	2053		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	53633	55685	+			SIO73138.1				BMR1_01G00185	1899		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	53636	55685	+	SIO73138.1			ATM1 putative (not with Plasmodium)			BMR1_01G00185	1896	631	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	55742	56287	+							BMR1_01G00195	546		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	55742	56287	+			SIO73139.1				BMR1_01G00195	465		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	55742	56287	+	SIO73139.1			Ankyrin repeats (3 copies)			BMR1_01G00195	465	154	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	56694	57627	+							BMR1_01G00200	934		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	56694	57627	+			SIO73140.1				BMR1_01G00200	711		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	56694	57627	+	SIO73140.1			translation initiation factor eIF-4E			BMR1_01G00200	711	236	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	57672	58161	+							BMR1_01G00201	490		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	57672	58161	+			SIO73141.1				BMR1_01G00201	399		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	57672	58161	+	SIO73141.1			hypothetical protein			BMR1_01G00201	399	132	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	58128	58969	+							BMR1_01G00201_2	842		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	58128	58969	+			SIO73142.1				BMR1_01G00201_2	741		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	58378	58889	+	SIO73142.1			WD repeat-containing protein 55			BMR1_01G00201_2	411	136	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	59305	67504	+							BMR1_01G00210	8200		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	59305	67504	+			CCF72512.1				BMR1_01G00210	7974		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	59305	67504	+	CCF72512.1			Cystein Rich Modular Protein, CRMP			BMR1_01G00210	7974	2657	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	67422	69046	+							BMR1_01G00211	1625		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	67422	69046	+			SIO73143.1				BMR1_01G00211	1517		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	67511	69046	+	SIO73143.1			hypothetical protein			BMR1_01G00211	1428	475	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	69186	76089	+							BMR1_01G00213	6904		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	69186	76089	+			SIO73144.1				BMR1_01G00213	6738		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	69186	76089	+	SIO73144.1			Cystein Rich Modular Protein, CRMP			BMR1_01G00213	6738	2245	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	76099	78323	+							BMR1_01G00215	2225		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	76099	78323	+			SIO73145.1				BMR1_01G00215	1956		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	76099	78323	+	SIO73145.1			GTP-binding protein LepA			BMR1_01G00215	1956	651	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	78336	79412	-							BMR1_01G00220	1077		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	78336	79412	-			SIO73146.1				BMR1_01G00220	1056		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	78336	79412	-	SIO73146.1			hypothetical protein			BMR1_01G00220	1056	351	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	79629	80937	+							BMR1_01G00225	1309		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	79629	80937	+			CCF72516.1				BMR1_01G00225	1219		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	79629	80903	+	CCF72516.1			ubiquinol-cytochrome c reductase cytochrome c1 subunit			BMR1_01G00225	1185	394	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	81050	82143	+							BMR1_01G00230	1094		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	81050	82143	+			CCF72517.1				BMR1_01G00230	1074		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	81050	82143	+	CCF72517.1			glyceraldehyde 3-phosphate dehydrogenase, GAPDH			BMR1_01G00230	1074	357	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	82289	83467	-							BMR1_01G00231	1179		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	82289	83467	-			SIO73147.1				BMR1_01G00231	1116		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	82289	83467	-	SIO73147.1			hypothetical protein			BMR1_01G00231	1116	371	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	83474	84539	+							BMR1_01G00232	1066		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	83474	84539	+			CCF72519.1				BMR1_01G00232	1044		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	83474	84539	+	CCF72519.1			replication factor C subunit 3/5			BMR1_01G00232	1044	347	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	84483	85099	-							BMR1_01G00233	617		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	84483	85099	-			SIO73148.1				BMR1_01G00233	555		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	84546	84925	-	SIO73148.1			CCAAT-binding transcription factor, putative			BMR1_01G00233	318	105	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	85081	86174	+							BMR1_01G00234	1094		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	85081	86174	+			CCF72520.1				BMR1_01G00234	1074		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	85081	86174	+	CCF72520.1			glyceraldehyde 3-phosphate dehydrogenase, GAPDH			BMR1_01G00234	1074	357	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	86318	87013	-							BMR1_01G00235	696		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	86318	87013	-			CCF72521.1				BMR1_01G00235	696		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	86318	87013	-	CCF72521.1			hypothetical protein			BMR1_01G00235	696	231	
gene	tRNA	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	87092	87162	+							BMR1_01G00236	71		
tRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	87092	87162	+				tRNA-Gly			BMR1_01G00236	71		
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	87259	91412	+							BMR1_01G00240	4154		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	87259	91412	+			CCF72522.1				BMR1_01G00240	4134		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	87259	91412	+	CCF72522.1			conserved Plasmodium membrane protein, unknown function			BMR1_01G00240	4134	1377	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	91695	92528	-							BMR1_01G00245	834		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	91695	92528	-			CCF72523.1				BMR1_01G00245	834		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	91695	92528	-	CCF72523.1			hypothetical protein			BMR1_01G00245	834	277	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	92782	96888	-							BMR1_01G00250	4107		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	92782	96888	-			CCF72524.1				BMR1_01G00250	4107		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	92782	96741	-	CCF72524.1			condensin complex subunit 1			BMR1_01G00250	3960	1319	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	97871	99670	-							BMR1_01G00255	1800		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	97871	99670	-			SIO73149.1				BMR1_01G00255	1800		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	98041	99654	-	SIO73149.1			Gastrulation defective protein 1			BMR1_01G00255	1614	537	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	99709	101668	+							BMR1_01G00256	1960		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	99709	101668	+			SIO73150.1				BMR1_01G00256	1454		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	99927	101668	+	SIO73150.1			conserved protein, unknown function			BMR1_01G00256	1236	411	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	101800	103182	-							BMR1_01G00275	1383		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	101800	103182	-			SIO73151.1				BMR1_01G00275	1317		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	101800	103053	-	SIO73151.1			microfibrillar-associated protein 1			BMR1_01G00275	1188	395	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	103197	105255	+							BMR1_01G00280	2059		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	103197	105255	+			SIO73152.1				BMR1_01G00280	2038		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	103279	105255	+	SIO73152.1			hypothetical protein			BMR1_01G00280	1956	651	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	105370	106626	+							BMR1_01G00285	1257		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	105370	106626	+			SIO73153.1				BMR1_01G00285	777		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	105370	106626	+	SIO73153.1			26S proteasome regulatory subunit N10			BMR1_01G00285	777	258	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	106786	107738	-							BMR1_01G00290	953		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	106786	107738	-			CCF72531.1				BMR1_01G00290	753		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	106786	107738	-	CCF72531.1			20S proteasome subunit alpha 1			BMR1_01G00290	753	250	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	107774	109612	+							BMR1_01G00295	1839		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	107774	109612	+			SIO73154.1				BMR1_01G00295	1233		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	107774	109612	+	SIO73154.1			tyrosyl-tRNA synthetase			BMR1_01G00295	1233	410	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	109810	113163	+							BMR1_01G00300	3354		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	109810	113163	+			SIO73155.1				BMR1_01G00300	2391		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	109810	113163	+	SIO73155.1			XRN2, RAT1, 5'-3' exoribonuclease 2			BMR1_01G00300	2391	796	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	114031	117847	+							BMR1_01G00310	3817		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	114031	117847	+			CCF72534.1				BMR1_01G00310	3440		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	114031	117740	+	CCF72534.1			Exportin-7			BMR1_01G00310	3333	1110	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	117909	122321	-							BMR1_01G00315	4413		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	I	FO082871.1	117909	122321	-			SIO73156.1				BMR1_01G00315	3243		
